source,target,source_category,target_category
Viomundo.com.br,Horadopovo.com.br,Opinion journalism left,Center
Viomundo.com.br,Convergenciadigital.com.br,Opinion journalism left,Center
Viomundo.com.br,Jornalopcao.com.br,Opinion journalism left,Center
Viomundo.com.br,Jornalistaslivres.org,Opinion journalism left,Opinion journalism left
Viomundo.com.br,Ocafezinho.com,Opinion journalism left,Opinion journalism left
Viomundo.com.br,Paragrafo2.com.br,Opinion journalism left,Opinion journalism left
Viomundo.com.br,Sul21.com.br,Opinion journalism left,Opinion journalism left
Viomundo.com.br,Plural.jor.br,Opinion journalism left,Specific progressive themes
Viomundo.com.br,Brasildefators.com.br,Opinion journalism left,Opinion journalism left
Viomundo.com.br,Tijolaco.net,Opinion journalism left,Opinion journalism left
Viomundo.com.br,Bemblogado.com.br,Opinion journalism left,Opinion journalism left
Viomundo.com.br,Itatiaia.com.br,Opinion journalism left,Regional/Local media outlets
Viomundo.com.br,Yahoo.com.br,Opinion journalism left,Center
Viomundo.com.br,folha.Uol.com.br,Opinion journalism left,Hyper center media
Viomundo.com.br,Uol.com.br,Opinion journalism left,Hyper center media
Oliberal.com,band.Uol.com.br,Specific progressive themes,Center
Oliberal.com,Itaucultural.org.br,Specific progressive themes,Specific progressive themes
Oliberal.com,Exame.com,Specific progressive themes,Center
Oliberal.com,Globo.com,Specific progressive themes,Hyper center media
Oliberal.com,Projetocomprova.com.br,Specific progressive themes,Specific progressive themes
Oliberal.com,Afp.com,Specific progressive themes,Center
Oliberal.com,folha.Uol.com.br,Specific progressive themes,Hyper center media
Emtempo.com.br,Camara.leg.br,Regional/Local media outlets,Hyper center media
Emtempo.com.br,Senado.leg.br,Regional/Local media outlets,Hyper center media
Emtempo.com.br,Metropoles.com,Regional/Local media outlets,Hyper center media
Emtempo.com.br,Marinha.mil.br,Regional/Local media outlets,Hyper center media
Emtempo.com.br,Meionorte.com,Regional/Local media outlets,Center
Emtempo.com.br,Eb.mil.br,Regional/Local media outlets,Regional/Local media outlets
Ojoioeotrigo.com.br,veja.Abril.com.br,Specific progressive themes,Center
Ojoioeotrigo.com.br,Abril.com.br,Specific progressive themes,Center
Ojoioeotrigo.com.br,Istoedinheiro.com.br,Specific progressive themes,Center
Ojoioeotrigo.com.br,Ebc.com.br,Specific progressive themes,Hyper center media
Ojoioeotrigo.com.br,Exame.com,Specific progressive themes,Center
Ojoioeotrigo.com.br,Globo.com,Specific progressive themes,Hyper center media
Ojoioeotrigo.com.br,Camara.leg.br,Specific progressive themes,Hyper center media
Ojoioeotrigo.com.br,Senado.leg.br,Specific progressive themes,Hyper center media
Ojoioeotrigo.com.br,Metropoles.com,Specific progressive themes,Hyper center media
Ojoioeotrigo.com.br,Nexojornal.com.br,Specific progressive themes,Specific progressive themes
Ojoioeotrigo.com.br,Ponte.org,Specific progressive themes,Specific progressive themes
Ojoioeotrigo.com.br,Redebrasilatual.com.br,Specific progressive themes,Opinion journalism left
Ojoioeotrigo.com.br,Mpf.mp.br,Specific progressive themes,Center
Ojoioeotrigo.com.br,Cartacapital.com.br,Specific progressive themes,Opinion journalism left
Ojoioeotrigo.com.br,Apublica.org,Specific progressive themes,Specific progressive themes
Ojoioeotrigo.com.br,Diariodepernambuco.com.br,Specific progressive themes,Center
Ojoioeotrigo.com.br,Infomoney.com.br,Specific progressive themes,Center
Ojoioeotrigo.com.br,Otempo.com.br,Specific progressive themes,Center
Ojoioeotrigo.com.br,Brasildefato.com.br,Specific progressive themes,Opinion journalism left
Ojoioeotrigo.com.br,Inpe.br,Specific progressive themes,Center
Ojoioeotrigo.com.br,Noticiasagricolas.com.br,Specific progressive themes,Opinion journalism right
Ojoioeotrigo.com.br,Outraspalavras.net,Specific progressive themes,Opinion journalism left
Ojoioeotrigo.com.br,Ndmais.com.br,Specific progressive themes,Center
Ojoioeotrigo.com.br,Reporterbrasil.org.br,Specific progressive themes,Specific progressive themes
Ojoioeotrigo.com.br,Infoamazonia.org,Specific progressive themes,Specific progressive themes
Ojoioeotrigo.com.br,Ciclovivo.com.br,Specific progressive themes,Center
Ojoioeotrigo.com.br,Yahoo.com.br,Specific progressive themes,Center
Ojoioeotrigo.com.br,Theintercept.com /brasil,Specific progressive themes,Specific progressive themes
Ojoioeotrigo.com.br,Www.gov.br /.../noticias,Specific progressive themes,Center
Ojoioeotrigo.com.br,folha.Uol.com.br,Specific progressive themes,Hyper center media
Ojoioeotrigo.com.br,Uol.com.br,Specific progressive themes,Hyper center media
Envolverde.com.br,veja.Abril.com.br,Specific progressive themes,Center
Envolverde.com.br,Cnnbrasil.com.br,Specific progressive themes,Hyper center media
Envolverde.com.br,Ebc.com.br,Specific progressive themes,Hyper center media
Envolverde.com.br,Globo.com,Specific progressive themes,Hyper center media
Envolverde.com.br,Camara.leg.br,Specific progressive themes,Hyper center media
Envolverde.com.br,Senado.leg.br,Specific progressive themes,Hyper center media
Envolverde.com.br,Aosfatos.org,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Ponte.org,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Quatrocincoum.com.br,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Jornalggn.com.br,Specific progressive themes,Opinion journalism left
Envolverde.com.br,Almapreta.com,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Azmina.com.br,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Cartacapital.com.br,Specific progressive themes,Opinion journalism left
Envolverde.com.br,Apublica.org,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Idec.org.br,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Brasildefato.com.br,Specific progressive themes,Opinion journalism left
Envolverde.com.br,Oeco.org.br,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Cartamaior.com.br,Specific progressive themes,Opinion journalism left
Envolverde.com.br,Outraspalavras.net,Specific progressive themes,Opinion journalism left
Envolverde.com.br,Ecodebate.com.br,Specific progressive themes,Opinion journalism left
Envolverde.com.br,Reporterbrasil.org.br,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Amazoniareal.com.br,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Conexaoplaneta.com.br,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Generonumero.media,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Marcozero.org,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Nonada.com.br,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Nosmulheresdaperiferia.com.br,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Periferiaemmovimento.com.br,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Projetocolabora.com.br,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Saibamais.jor.br,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Ojoioeotrigo.com.br,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Matinaljornalismo.com.br,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Sul21.com.br,Specific progressive themes,Opinion journalism left
Envolverde.com.br,Jornalmetamorfose.com,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Faunanews.com.br,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Agenciaeconordeste.com.br,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Plural.jor.br,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Ciclovivo.com.br,Specific progressive themes,Center
Envolverde.com.br,Onumulheres.org.br,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Deolhonosruralistas.com.br,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Fiquemsabendo.com.br,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Mareonline.com.br,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Transparencia.org.br,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Campanha.org.br,Specific progressive themes,Specific progressive themes
Envolverde.com.br,Dowbor.org,Specific progressive themes,Opinion journalism left
Envolverde.com.br,Fianbrasil.org.br,Specific progressive themes,Specific progressive themes
Envolverde.com.br,folha.Uol.com.br,Specific progressive themes,Hyper center media
Envolverde.com.br,Uol.com.br,Specific progressive themes,Hyper center media
Sul21.com.br,Ebc.com.br,Opinion journalism left,Hyper center media
Sul21.com.br,Globo.com,Opinion journalism left,Hyper center media
Sul21.com.br,Senado.leg.br,Opinion journalism left,Hyper center media
Sul21.com.br,Metropoles.com,Opinion journalism left,Hyper center media
Sul21.com.br,Poder360.com.br,Opinion journalism left,Center
Sul21.com.br,Nexojornal.com.br,Opinion journalism left,Specific progressive themes
Sul21.com.br,Redebrasilatual.com.br,Opinion journalism left,Opinion journalism left
Sul21.com.br,Mpf.mp.br,Opinion journalism left,Center
Sul21.com.br,Cartacapital.com.br,Opinion journalism left,Opinion journalism left
Sul21.com.br,Revistaforum.com.br,Opinion journalism left,Opinion journalism left
Sul21.com.br,Brasildefato.com.br,Opinion journalism left,Opinion journalism left
Sul21.com.br,Brasildefatomg.com.br,Opinion journalism left,Opinion journalism left
Sul21.com.br,Monitordooriente.com,Opinion journalism left,Opinion journalism left
Sul21.com.br,folha.Uol.com.br,Opinion journalism left,Hyper center media
Sul21.com.br,Uol.com.br,Opinion journalism left,Hyper center media
Jornalmetamorfose.com,Aosfatos.org,Specific progressive themes,Specific progressive themes
Jornalmetamorfose.com,Ponte.org,Specific progressive themes,Specific progressive themes
Jornalmetamorfose.com,Quatrocincoum.com.br,Specific progressive themes,Specific progressive themes
Jornalmetamorfose.com,Almapreta.com,Specific progressive themes,Specific progressive themes
Jornalmetamorfose.com,Azmina.com.br,Specific progressive themes,Specific progressive themes
Jornalmetamorfose.com,Apublica.org,Specific progressive themes,Specific progressive themes
Jornalmetamorfose.com,Brasildefato.com.br,Specific progressive themes,Opinion journalism left
Jornalmetamorfose.com,Oeco.org.br,Specific progressive themes,Specific progressive themes
Jornalmetamorfose.com,Amazoniareal.com.br,Specific progressive themes,Specific progressive themes
Jornalmetamorfose.com,Generonumero.media,Specific progressive themes,Specific progressive themes
Jornalmetamorfose.com,Marcozero.org,Specific progressive themes,Specific progressive themes
Jornalmetamorfose.com,Nonada.com.br,Specific progressive themes,Specific progressive themes
Jornalmetamorfose.com,Nosmulheresdaperiferia.com.br,Specific progressive themes,Specific progressive themes
Jornalmetamorfose.com,Periferiaemmovimento.com.br,Specific progressive themes,Specific progressive themes
Jornalmetamorfose.com,Saibamais.jor.br,Specific progressive themes,Specific progressive themes
Jornalmetamorfose.com,Ojoioeotrigo.com.br,Specific progressive themes,Specific progressive themes
Jornalmetamorfose.com,Envolverde.com.br,Specific progressive themes,Specific progressive themes
Jornalmetamorfose.com,Matinaljornalismo.com.br,Specific progressive themes,Specific progressive themes
Jornalmetamorfose.com,Sul21.com.br,Specific progressive themes,Opinion journalism left
Jornalmetamorfose.com,Faunanews.com.br,Specific progressive themes,Specific progressive themes
Jornalmetamorfose.com,Agenciaeconordeste.com.br,Specific progressive themes,Specific progressive themes
Faunanews.com.br,Globo.com,Specific progressive themes,Hyper center media
Faunanews.com.br,Camara.leg.br,Specific progressive themes,Hyper center media
Faunanews.com.br,Terra.com.br,Specific progressive themes,Hyper center media
Faunanews.com.br,Mpf.mp.br,Specific progressive themes,Center
Faunanews.com.br,Apublica.org,Specific progressive themes,Specific progressive themes
Faunanews.com.br,Marinha.mil.br,Specific progressive themes,Hyper center media
Faunanews.com.br,Oeco.org.br,Specific progressive themes,Specific progressive themes
Faunanews.com.br,Amazoniareal.com.br,Specific progressive themes,Specific progressive themes
Faunanews.com.br,Envolverde.com.br,Specific progressive themes,Specific progressive themes
Faunanews.com.br,Agenciaeconordeste.com.br,Specific progressive themes,Specific progressive themes
Faunanews.com.br,Ipe.org.br,Specific progressive themes,Specific progressive themes
Faunanews.com.br,Aleteia.org,Specific progressive themes,Opinion journalism right
Faunanews.com.br,folha.Uol.com.br,Specific progressive themes,Hyper center media
Faunanews.com.br,Uol.com.br,Specific progressive themes,Hyper center media
Plural.jor.br,Cnnbrasil.com.br,Specific progressive themes,Hyper center media
Plural.jor.br,R7.com,Specific progressive themes,Hyper center media
Plural.jor.br,Sbt.com.br,Specific progressive themes,Center
Plural.jor.br,Abril.com.br,Specific progressive themes,Center
Plural.jor.br,Istoedinheiro.com.br,Specific progressive themes,Center
Plural.jor.br,Correiobraziliense.com.br,Specific progressive themes,Center
Plural.jor.br,Em.com.br,Specific progressive themes,Center
Plural.jor.br,Ebc.com.br,Specific progressive themes,Hyper center media
Plural.jor.br,Globo.com,Specific progressive themes,Hyper center media
Plural.jor.br,Camara.leg.br,Specific progressive themes,Hyper center media
Plural.jor.br,Projetocomprova.com.br,Specific progressive themes,Specific progressive themes
Plural.jor.br,Aosfatos.org,Specific progressive themes,Specific progressive themes
Plural.jor.br,Metropoles.com,Specific progressive themes,Hyper center media
Plural.jor.br,Poder360.com.br,Specific progressive themes,Center
Plural.jor.br,Ig.com.br,Specific progressive themes,Hyper center media
Plural.jor.br,Nexojornal.com.br,Specific progressive themes,Specific progressive themes
Plural.jor.br,Gazetadopovo.com.br,Specific progressive themes,Opinion journalism right
Plural.jor.br,Azmina.com.br,Specific progressive themes,Specific progressive themes
Plural.jor.br,diariooficial,Specific progressive themes,Hyper center media
Plural.jor.br,Apublica.org,Specific progressive themes,Specific progressive themes
Plural.jor.br,Idec.org.br,Specific progressive themes,Specific progressive themes
Plural.jor.br,Opopular.com.br,Specific progressive themes,Center
Plural.jor.br,Inpe.br,Specific progressive themes,Center
Plural.jor.br,Bemparana.com.br,Specific progressive themes,Center
Plural.jor.br,Jornalnh.com.br,Specific progressive themes,Regional/Local media outlets
Plural.jor.br,Yahoo.com.br,Specific progressive themes,Center
Plural.jor.br,Correiodecarajas.com.br,Specific progressive themes,Regional/Local media outlets
Plural.jor.br,folha.Uol.com.br,Specific progressive themes,Hyper center media
Plural.jor.br,Uol.com.br,Specific progressive themes,Hyper center media
Vladimirherzog.org,Itaucultural.org.br,Specific progressive themes,Specific progressive themes
Vladimirherzog.org,Globo.com,Specific progressive themes,Hyper center media
Vladimirherzog.org,Metropoles.com,Specific progressive themes,Hyper center media
Vladimirherzog.org,Poder360.com.br,Specific progressive themes,Center
Vladimirherzog.org,Cartacapital.com.br,Specific progressive themes,Opinion journalism left
Vladimirherzog.org,Reporterbrasil.org.br,Specific progressive themes,Specific progressive themes
Vladimirherzog.org,Amazoniareal.com.br,Specific progressive themes,Specific progressive themes
Vladimirherzog.org,Nosmulheresdaperiferia.com.br,Specific progressive themes,Specific progressive themes
Vladimirherzog.org,Periferiaemmovimento.com.br,Specific progressive themes,Specific progressive themes
Vladimirherzog.org,Projetocolabora.com.br,Specific progressive themes,Specific progressive themes
Vladimirherzog.org,Fiquemsabendo.com.br,Specific progressive themes,Specific progressive themes
Vladimirherzog.org,Intervozes.org.br,Specific progressive themes,Specific progressive themes
Vladimirherzog.org,folha.Uol.com.br,Specific progressive themes,Hyper center media
Vladimirherzog.org,Uol.com.br,Specific progressive themes,Hyper center media
Social.org.br,Abril.com.br,Opinion journalism left,Center
Social.org.br,Istoedinheiro.com.br,Opinion journalism left,Center
Social.org.br,Globo.com,Opinion journalism left,Hyper center media
Social.org.br,Senado.leg.br,Opinion journalism left,Hyper center media
Social.org.br,Apublica.org,Opinion journalism left,Specific progressive themes
Social.org.br,Infomoney.com.br,Opinion journalism left,Center
Social.org.br,Brasildefato.com.br,Opinion journalism left,Opinion journalism left
Social.org.br,Sul21.com.br,Opinion journalism left,Opinion journalism left
Social.org.br,Uol.com.br,Opinion journalism left,Hyper center media
Brasildefatope.com.br,Brasil247.com,Opinion journalism left,Opinion journalism left
Brasildefatope.com.br,Brasildefato.com.br,Opinion journalism left,Opinion journalism left
Brasildefatope.com.br,Outraspalavras.net,Opinion journalism left,Opinion journalism left
Brasildefatope.com.br,Revistacontinente.com.br,Opinion journalism left,Specific progressive themes
Brasildefatope.com.br,Brasildefators.com.br,Opinion journalism left,Opinion journalism left
Brasildefatope.com.br,Brasildefatomg.com.br,Opinion journalism left,Opinion journalism left
Correiocidadania.com.br,R7.com,Opinion journalism left,Hyper center media
Correiocidadania.com.br,Istoe.com.br,Opinion journalism left,Center
Correiocidadania.com.br,Istoedinheiro.com.br,Opinion journalism left,Center
Correiocidadania.com.br,Ebc.com.br,Opinion journalism left,Hyper center media
Correiocidadania.com.br,Globo.com,Opinion journalism left,Hyper center media
Correiocidadania.com.br,Camara.leg.br,Opinion journalism left,Hyper center media
Correiocidadania.com.br,Diariodocentrodomundo.com.br,Opinion journalism left,Opinion journalism left
Correiocidadania.com.br,Senado.leg.br,Opinion journalism left,Hyper center media
Correiocidadania.com.br,Metropoles.com,Opinion journalism left,Hyper center media
Correiocidadania.com.br,Jota.info,Opinion journalism left,Center
Correiocidadania.com.br,Poder360.com.br,Opinion journalism left,Center
Correiocidadania.com.br,noticias.Yahoo.com,Opinion journalism left,Center
Correiocidadania.com.br,Ig.com.br,Opinion journalism left,Hyper center media
Correiocidadania.com.br,Ponte.org,Opinion journalism left,Specific progressive themes
Correiocidadania.com.br,Redebrasilatual.com.br,Opinion journalism left,Opinion journalism left
Correiocidadania.com.br,Mpf.mp.br,Opinion journalism left,Center
Correiocidadania.com.br,Revistaforum.com.br,Opinion journalism left,Opinion journalism left
Correiocidadania.com.br,Apublica.org,Opinion journalism left,Specific progressive themes
Correiocidadania.com.br,Otempo.com.br,Opinion journalism left,Center
Correiocidadania.com.br,Brasildefato.com.br,Opinion journalism left,Opinion journalism left
Correiocidadania.com.br,Oeco.org.br,Opinion journalism left,Specific progressive themes
Correiocidadania.com.br,Rac.com.br,Opinion journalism left,Opinion journalism right
Correiocidadania.com.br,Noticiasagricolas.com.br,Opinion journalism left,Opinion journalism right
Correiocidadania.com.br,Correio24Horas.com.br,Opinion journalism left,Center
Correiocidadania.com.br,Cartamaior.com.br,Opinion journalism left,Opinion journalism left
Correiocidadania.com.br,Outraspalavras.net,Opinion journalism left,Opinion journalism left
Correiocidadania.com.br,Imirante.com,Opinion journalism left,Center
Correiocidadania.com.br,Observatoriodaimprensa.com.br,Opinion journalism left,Specific progressive themes
Correiocidadania.com.br,Reporterbrasil.org.br,Opinion journalism left,Specific progressive themes
Correiocidadania.com.br,Amazoniareal.com.br,Opinion journalism left,Specific progressive themes
Correiocidadania.com.br,Esquerdaonline.com.br,Opinion journalism left,Opinion journalism left
Correiocidadania.com.br,Infoamazonia.org,Opinion journalism left,Specific progressive themes
Correiocidadania.com.br,Projetocolabora.com.br,Opinion journalism left,Specific progressive themes
Correiocidadania.com.br,Esquerda.net,Opinion journalism left,Opinion journalism left
Correiocidadania.com.br,Sul21.com.br,Opinion journalism left,Opinion journalism left
Correiocidadania.com.br,Energiaeambiente.org.br,Opinion journalism left,Specific progressive themes
Correiocidadania.com.br,folha.Uol.com.br,Opinion journalism left,Hyper center media
Correiocidadania.com.br,Uol.com.br,Opinion journalism left,Hyper center media
Esquerdadiario.com.br,veja.Abril.com.br,Opinion journalism left,Center
Esquerdadiario.com.br,Cnnbrasil.com.br,Opinion journalism left,Hyper center media
Esquerdadiario.com.br,R7.com,Opinion journalism left,Hyper center media
Esquerdadiario.com.br,Istoe.com.br,Opinion journalism left,Center
Esquerdadiario.com.br,Abril.com.br,Opinion journalism left,Center
Esquerdadiario.com.br,Istoedinheiro.com.br,Opinion journalism left,Center
Esquerdadiario.com.br,Correiobraziliense.com.br,Opinion journalism left,Center
Esquerdadiario.com.br,Em.com.br,Opinion journalism left,Center
Esquerdadiario.com.br,Forumseguranca.org.br,Opinion journalism left,Specific progressive themes
Esquerdadiario.com.br,Ebc.com.br,Opinion journalism left,Hyper center media
Esquerdadiario.com.br,Exame.com,Opinion journalism left,Center
Esquerdadiario.com.br,Globo.com,Opinion journalism left,Hyper center media
Esquerdadiario.com.br,Diariodocentrodomundo.com.br,Opinion journalism left,Opinion journalism left
Esquerdadiario.com.br,Senado.leg.br,Opinion journalism left,Hyper center media
Esquerdadiario.com.br,Olhardigital.com.br,Opinion journalism left,Center
Esquerdadiario.com.br,Terra.com.br,Opinion journalism left,Hyper center media
Esquerdadiario.com.br,Metropoles.com,Opinion journalism left,Hyper center media
Esquerdadiario.com.br,Poder360.com.br,Opinion journalism left,Center
Esquerdadiario.com.br,noticias.Yahoo.com,Opinion journalism left,Center
Esquerdadiario.com.br,Ig.com.br,Opinion journalism left,Hyper center media
Esquerdadiario.com.br,Nexojornal.com.br,Opinion journalism left,Specific progressive themes
Esquerdadiario.com.br,Ponte.org,Opinion journalism left,Specific progressive themes
Esquerdadiario.com.br,Nsctotal.com.br,Opinion journalism left,Center
Esquerdadiario.com.br,Redebrasilatual.com.br,Opinion journalism left,Opinion journalism left
Esquerdadiario.com.br,Verdesmares.com.br,Opinion journalism left,Center
Esquerdadiario.com.br,Brasil247.com,Opinion journalism left,Opinion journalism left
Esquerdadiario.com.br,Mpf.mp.br,Opinion journalism left,Center
Esquerdadiario.com.br,Cartacapital.com.br,Opinion journalism left,Opinion journalism left
Esquerdadiario.com.br,Revistaforum.com.br,Opinion journalism left,Opinion journalism left
Esquerdadiario.com.br,Diariodepernambuco.com.br,Opinion journalism left,Center
Esquerdadiario.com.br,Hojeemdia.com.br,Opinion journalism left,Center
Esquerdadiario.com.br,Infomoney.com.br,Opinion journalism left,Center
Esquerdadiario.com.br,Folhape.com.br,Opinion journalism left,Center
Esquerdadiario.com.br,Jornaldocomercio.com,Opinion journalism left,Center
Esquerdadiario.com.br,Otempo.com.br,Opinion journalism left,Center
Esquerdadiario.com.br,Diariodorio.com,Opinion journalism left,Opinion journalism right
Esquerdadiario.com.br,Brasildefato.com.br,Opinion journalism left,Opinion journalism left
Esquerdadiario.com.br,Brasilsemmedo.com,Opinion journalism left,Opinion journalism right
Esquerdadiario.com.br,Catracalivre.com.br,Opinion journalism left,Center
Esquerdadiario.com.br,Metrojornal.com.br,Opinion journalism left,Center
Esquerdadiario.com.br,Inpe.br,Opinion journalism left,Center
Esquerdadiario.com.br,Acidadeon.com,Opinion journalism left,Center
Esquerdadiario.com.br,Correio24Horas.com.br,Opinion journalism left,Center
Esquerdadiario.com.br,Cartamaior.com.br,Opinion journalism left,Opinion journalism left
Esquerdadiario.com.br,Outraspalavras.net,Opinion journalism left,Opinion journalism left
Esquerdadiario.com.br,Jornalopcao.com.br,Opinion journalism left,Center
Esquerdadiario.com.br,Reporterbrasil.org.br,Opinion journalism left,Specific progressive themes
Esquerdadiario.com.br,Esquerdaonline.com.br,Opinion journalism left,Opinion journalism left
Esquerdadiario.com.br,Ocafezinho.com,Opinion journalism left,Opinion journalism left
Esquerdadiario.com.br,Saibamais.jor.br,Opinion journalism left,Specific progressive themes
Esquerdadiario.com.br,Esquerda.net,Opinion journalism left,Opinion journalism left
Esquerdadiario.com.br,Sul21.com.br,Opinion journalism left,Opinion journalism left
Esquerdadiario.com.br,Deolhonosruralistas.com.br,Opinion journalism left,Specific progressive themes
Esquerdadiario.com.br,Amazonasatual.com.br,Opinion journalism left,Opinion journalism left
Esquerdadiario.com.br,Blogueirasnegras.org,Opinion journalism left,Specific progressive themes
Esquerdadiario.com.br,Agorarn.com.br,Opinion journalism left,Center
Esquerdadiario.com.br,D24am.com,Opinion journalism left,Regional/Local media outlets
Esquerdadiario.com.br,folha.Uol.com.br,Opinion journalism left,Hyper center media
Esquerdadiario.com.br,Uol.com.br,Opinion journalism left,Hyper center media
Acritica.com,redetv.Uol.com.br,Center,Center
Acritica.com,R7.com,Center,Hyper center media
Acritica.com,Uol.com.br,Center,Hyper center media
Aspta.org.br,Ibirapitanga.org.br,Opinion journalism left,Specific progressive themes
Deolhonosruralistas.com.br,veja.Abril.com.br,Specific progressive themes,Center
Deolhonosruralistas.com.br,Cnnbrasil.com.br,Specific progressive themes,Hyper center media
Deolhonosruralistas.com.br,R7.com,Specific progressive themes,Hyper center media
Deolhonosruralistas.com.br,Estadao.com.br,Specific progressive themes,Center
Deolhonosruralistas.com.br,Istoe.com.br,Specific progressive themes,Center
Deolhonosruralistas.com.br,Abril.com.br,Specific progressive themes,Center
Deolhonosruralistas.com.br,Dinheirorural.com.br,Specific progressive themes,Center
Deolhonosruralistas.com.br,Istoedinheiro.com.br,Specific progressive themes,Center
Deolhonosruralistas.com.br,Correiobraziliense.com.br,Specific progressive themes,Center
Deolhonosruralistas.com.br,Em.com.br,Specific progressive themes,Center
Deolhonosruralistas.com.br,Jornaldebrasilia.com.br,Specific progressive themes,Center
Deolhonosruralistas.com.br,Correiodopovo.com.br,Specific progressive themes,Regional/Local media outlets
Deolhonosruralistas.com.br,Ebc.com.br,Specific progressive themes,Hyper center media
Deolhonosruralistas.com.br,Exame.com,Specific progressive themes,Center
Deolhonosruralistas.com.br,Globo.com,Specific progressive themes,Hyper center media
Deolhonosruralistas.com.br,Camara.leg.br,Specific progressive themes,Hyper center media
Deolhonosruralistas.com.br,Diariodocentrodomundo.com.br,Specific progressive themes,Opinion journalism left
Deolhonosruralistas.com.br,Senado.leg.br,Specific progressive themes,Hyper center media
Deolhonosruralistas.com.br,Terra.com.br,Specific progressive themes,Hyper center media
Deolhonosruralistas.com.br,Oimparcial.com.br,Specific progressive themes,Regional/Local media outlets
Deolhonosruralistas.com.br,Aosfatos.org,Specific progressive themes,Specific progressive themes
Deolhonosruralistas.com.br,Metropoles.com,Specific progressive themes,Hyper center media
Deolhonosruralistas.com.br,Jota.info,Specific progressive themes,Center
Deolhonosruralistas.com.br,Jb.com.br,Specific progressive themes,Opinion journalism left
Deolhonosruralistas.com.br,Poder360.com.br,Specific progressive themes,Center
Deolhonosruralistas.com.br,Dci.com.br,Specific progressive themes,Opinion journalism right
Deolhonosruralistas.com.br,Valor.com.br,Specific progressive themes,Center
Deolhonosruralistas.com.br,Oantagonista.com,Specific progressive themes,Opinion journalism right
Deolhonosruralistas.com.br,Ig.com.br,Specific progressive themes,Hyper center media
Deolhonosruralistas.com.br,Nexojornal.com.br,Specific progressive themes,Specific progressive themes
Deolhonosruralistas.com.br,Nsctotal.com.br,Specific progressive themes,Center
Deolhonosruralistas.com.br,Gazetadopovo.com.br,Specific progressive themes,Opinion journalism right
Deolhonosruralistas.com.br,Redebrasilatual.com.br,Specific progressive themes,Opinion journalism left
Deolhonosruralistas.com.br,Verdesmares.com.br,Specific progressive themes,Center
Deolhonosruralistas.com.br,Jornalggn.com.br,Specific progressive themes,Opinion journalism left
Deolhonosruralistas.com.br,Migalhas.com.br,Specific progressive themes,Center
Deolhonosruralistas.com.br,Brasil247.com,Specific progressive themes,Opinion journalism left
Deolhonosruralistas.com.br,Mpf.mp.br,Specific progressive themes,Center
Deolhonosruralistas.com.br,Almapreta.com,Specific progressive themes,Specific progressive themes
Deolhonosruralistas.com.br,Opovo.com.br,Specific progressive themes,Center
Deolhonosruralistas.com.br,Cartacapital.com.br,Specific progressive themes,Opinion journalism left
Deolhonosruralistas.com.br,Revistaforum.com.br,Specific progressive themes,Opinion journalism left
Deolhonosruralistas.com.br,Apublica.org,Specific progressive themes,Specific progressive themes
Deolhonosruralistas.com.br,Diariodepernambuco.com.br,Specific progressive themes,Center
Deolhonosruralistas.com.br,Hojeemdia.com.br,Specific progressive themes,Center
Deolhonosruralistas.com.br,Infomoney.com.br,Specific progressive themes,Center
Deolhonosruralistas.com.br,Folhape.com.br,Specific progressive themes,Center
Deolhonosruralistas.com.br,Idec.org.br,Specific progressive themes,Specific progressive themes
Deolhonosruralistas.com.br,Jornaldocomercio.com,Specific progressive themes,Center
Deolhonosruralistas.com.br,Opopular.com.br,Specific progressive themes,Center
Deolhonosruralistas.com.br,Diariodocomercio.com.br,Specific progressive themes,Regional/Local media outlets
Deolhonosruralistas.com.br,Diariodorio.com,Specific progressive themes,Opinion journalism right
